"SubjectID" "Activity" "Domain" "Device" "AccelerationComponent" "Stat" "Axis" "Jerk" "Magnitude" "meanVal" "n"
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" "X" "Jerk" NA -0.0942037376182662 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" "X" NA NA -0.0518716929407792 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" "Y" "Jerk" NA -0.0414401406082792 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" "Y" NA NA -0.0646077113078896 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" "Z" "Jerk" NA -0.0610307928148701 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" "Z" NA NA 0.0977671721406169 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.713191348337662 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.581899897967532 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" "X" "Jerk" NA -0.701731200484416 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" "X" NA NA -0.687155474097403 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" "Y" "Jerk" NA -0.674920114957468 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" "Y" NA NA -0.652408657909091 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" "Z" "Jerk" NA -0.750808705594156 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" "Z" NA NA -0.663340760331169 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.658017844948377 308
7 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.598670795839286 308
8 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "X" "Jerk" NA -0.509945204702793 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "X" NA NA -0.504445575653073 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "Y" "Jerk" NA -0.415829212913966 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "Y" NA NA -0.273860298597765 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.557209276761452 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "Z" NA NA -0.437275160035196 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.442103958836313 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.427111328334078 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.516777773293296 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "std" "X" NA NA -0.504753273667598 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.386874590900559 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Y" NA NA -0.276741161195531 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.615102142452514 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Z" NA NA -0.37644968660838 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.558810587379888 179
8 "SITTING" "Frequency" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.59384213912514 179
8 "SITTING" "Frequency" "Gyroscope" "Body" "mean" "X" NA NA -0.563925454569832 179
8 "SITTING" "Frequency" "Gyroscope" "Body" "mean" "Y" NA NA -0.490327494200559 179
8 "SITTING" "Frequency" "Gyroscope" "Body" "mean" "Z" NA NA -0.405833691139665 179
8 "SITTING" "Frequency" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.650017653313408 179
8 "SITTING" "Frequency" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.549477566316201 179
8 "SITTING" "Frequency" "Gyroscope" "Body" "std" "X" NA NA -0.645652378391061 179
8 "SITTING" "Frequency" "Gyroscope" "Body" "std" "Y" NA NA -0.497536296659218 179
8 "SITTING" "Frequency" "Gyroscope" "Body" "std" "Z" NA NA -0.43269229084581 179
8 "SITTING" "Frequency" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.714053548100559 179
8 "SITTING" "Frequency" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.578223176773743 179
8 "SITTING" "Time" "Accelerometer" "Body" "mean" "X" "Jerk" NA 0.0917685399526257 179
8 "SITTING" "Time" "Accelerometer" "Body" "mean" "X" NA NA 0.265556589446927 179
8 "SITTING" "Time" "Accelerometer" "Body" "mean" "Y" "Jerk" NA -0.000987307582614525 179
8 "SITTING" "Time" "Accelerometer" "Body" "mean" "Y" NA NA -0.0203467625075978 179
8 "SITTING" "Time" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.0259521865934078 179
8 "SITTING" "Time" "Accelerometer" "Body" "mean" "Z" NA NA -0.105083983984358 179
8 "SITTING" "Time" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.443233657336201 179
8 "SITTING" "Time" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.360642734297765 179
8 "SITTING" "Time" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.490335946581006 179
8 "SITTING" "Time" "Accelerometer" "Body" "std" "X" NA NA -0.502699525770391 179
8 "SITTING" "Time" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.380892233855866 179
8 "SITTING" "Time" "Accelerometer" "Body" "std" "Y" NA NA -0.242994007530726 179
8 "SITTING" "Time" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.586457549364246 179
8 "SITTING" "Time" "Accelerometer" "Body" "std" "Z" NA NA -0.363216848830168 179
8 "SITTING" "Time" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.488311280762011 179
8 "SITTING" "Time" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.478154547792179 179
8 "SITTING" "Time" "Accelerometer" "Gravity" "mean" "X" NA NA 0.668092950782123 179
8 "SITTING" "Time" "Accelerometer" "Gravity" "mean" "Y" NA NA -0.0520150292813408 179
8 "SITTING" "Time" "Accelerometer" "Gravity" "mean" "Z" NA NA 0.0331423877814525 179
8 "SITTING" "Time" "Accelerometer" "Gravity" "mean" NA NA "Magnitude" -0.360642734297765 179
8 "SITTING" "Time" "Accelerometer" "Gravity" "std" "X" NA NA -0.942988336793296 179
8 "SITTING" "Time" "Accelerometer" "Gravity" "std" "Y" NA NA -0.944310386480447 179
8 "SITTING" "Time" "Accelerometer" "Gravity" "std" "Z" NA NA -0.90610826224581 179
8 "SITTING" "Time" "Accelerometer" "Gravity" "std" NA NA "Magnitude" -0.478154547792179 179
8 "SITTING" "Time" "Gyroscope" "Body" "mean" "X" "Jerk" NA -0.105480277744693 179
8 "SITTING" "Time" "Gyroscope" "Body" "mean" "X" NA NA 0.024738364749162 179
8 "SITTING" "Time" "Gyroscope" "Body" "mean" "Y" "Jerk" NA -0.0432248501716201 179
8 "SITTING" "Time" "Gyroscope" "Body" "mean" "Y" NA NA -0.103746700655866 179
8 "SITTING" "Time" "Gyroscope" "Body" "mean" "Z" "Jerk" NA -0.056931431927933 179
8 "SITTING" "Time" "Gyroscope" "Body" "mean" "Z" NA NA 0.0539935059407821 179
8 "SITTING" "Time" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.620014686122905 179
8 "SITTING" "Time" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.384089748443911 179
8 "SITTING" "Time" "Gyroscope" "Body" "std" "X" "Jerk" NA -0.65030267946648 179
8 "SITTING" "Time" "Gyroscope" "Body" "std" "X" NA NA -0.624493083196648 179
8 "SITTING" "Time" "Gyroscope" "Body" "std" "Y" "Jerk" NA -0.621661472464805 179
8 "SITTING" "Time" "Gyroscope" "Body" "std" "Y" NA NA -0.491024448864804 179
8 "SITTING" "Time" "Gyroscope" "Body" "std" "Z" "Jerk" NA -0.635224078368715 179
8 "SITTING" "Time" "Gyroscope" "Body" "std" "Z" NA NA -0.380733150165363 179
8 "SITTING" "Time" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.666549346351955 179
8 "SITTING" "Time" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.514821632079888 179
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "mean" "X" "Jerk" NA -0.734992607029412 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "mean" "X" NA NA -0.717635975238235 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "mean" "Y" "Jerk" NA -0.636433504543137 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "mean" "Y" NA NA -0.552336636519608 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.797096568 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "mean" "Z" NA NA -0.750519162588235 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.682168739176471 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.661265500205882 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.742041896980392 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "std" "X" NA NA -0.726771337490196 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.578323210437255 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "std" "Y" NA NA -0.557507814862745 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.825518178078431 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "std" "Z" NA NA -0.753200784692157 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.721947141656863 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.753064279735294 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Gyroscope" "Body" "mean" "X" NA NA -0.667115725517647 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Gyroscope" "Body" "mean" "Y" NA NA -0.726177374313726 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Gyroscope" "Body" "mean" "Z" NA NA -0.73567597586598 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.793654280423529 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.71616765577451 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Gyroscope" "Body" "std" "X" NA NA -0.727260769441176 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Gyroscope" "Body" "std" "Y" NA NA -0.705671882338235 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Gyroscope" "Body" "std" "Z" NA NA -0.766796599313725 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.828833099803922 102
8 "WALKING_DOWNSTAIRS" "Frequency" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.739249164401961 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "mean" "X" "Jerk" NA 0.0709613313627451 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "mean" "X" NA NA 0.279888894852941 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "mean" "Y" "Jerk" NA 0.00410267452715686 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "mean" "Y" NA NA -0.014403708822451 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.00865086426392157 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "mean" "Z" NA NA -0.109837952176471 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.693970947105882 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.657841168134314 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.726312934619608 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "std" "X" NA NA -0.723806131323529 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.595313667764706 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "std" "Y" NA NA -0.536087268205882 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.812081913529412 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "std" "Z" NA NA -0.738588327088235 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.698126595419608 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.687208716852941 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Gravity" "mean" "X" NA NA 0.61135636372549 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Gravity" "mean" "Y" NA NA 0.174812965882353 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Gravity" "mean" "Z" NA NA 0.172297590376696 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Gravity" "mean" NA NA "Magnitude" -0.657841168134314 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Gravity" "std" "X" NA NA -0.974031479117647 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Gravity" "std" "Y" NA NA -0.955704837284314 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Gravity" "std" "Z" NA NA -0.953141054215686 102
8 "WALKING_DOWNSTAIRS" "Time" "Accelerometer" "Gravity" "std" NA NA "Magnitude" -0.687208716852941 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" "X" "Jerk" NA -0.104074113676471 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" "X" NA NA -0.0335218219517647 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" "Y" "Jerk" NA -0.0345947722803922 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" "Y" NA NA -0.0688443220154902 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" "Z" "Jerk" NA -0.0606706132745098 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" "Z" NA NA 0.0817994345244118 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.767707293078431 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.637885629840196 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" "X" "Jerk" NA -0.718298543676471 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" "X" NA NA -0.711895541068627 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" "Y" "Jerk" NA -0.790882586666667 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" "Y" NA NA -0.71118736525098 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" "Z" "Jerk" NA -0.802573968284314 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" "Z" NA NA -0.740685576490196 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.802335816990196 102
8 "WALKING_DOWNSTAIRS" "Time" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.698301555280392 102
9 "WALKING" "Frequency" "Accelerometer" "Body" "mean" "X" "Jerk" NA -0.621377141312847 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "mean" "X" NA NA -0.579258404408681 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "mean" "Y" "Jerk" NA -0.699766614569444 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "mean" "Y" NA NA -0.610267804090278 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.702931927996528 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "mean" "Z" NA NA -0.592119122804271 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.609193721940625 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.553186448295139 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.572819893733993 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "std" "X" NA NA -0.547995744907986 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.679065855003472 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "std" "Y" NA NA -0.586766083232639 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.739139922708333 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "std" "Z" NA NA -0.501074006965903 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.611619343190972 288
9 "WALKING" "Frequency" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.624456827182986 288
9 "WALKING" "Frequency" "Gyroscope" "Body" "mean" "X" NA NA -0.639863219559028 288
9 "WALKING" "Frequency" "Gyroscope" "Body" "mean" "Y" NA NA -0.683924287600694 288
9 "WALKING" "Frequency" "Gyroscope" "Body" "mean" "Z" NA NA -0.612680463163889 288
9 "WALKING" "Frequency" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.786473954201389 288
9 "WALKING" "Frequency" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.700863097986111 288
9 "WALKING" "Frequency" "Gyroscope" "Body" "std" "X" NA NA -0.690689895534722 288
9 "WALKING" "Frequency" "Gyroscope" "Body" "std" "Y" NA NA -0.667203220760417 288
9 "WALKING" "Frequency" "Gyroscope" "Body" "std" "Z" NA NA -0.619468634127778 288
9 "WALKING" "Frequency" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.801296292638889 288
9 "WALKING" "Frequency" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.697729432621528 288
9 "WALKING" "Time" "Accelerometer" "Body" "mean" "X" "Jerk" NA 0.0840171430291667 288
9 "WALKING" "Time" "Accelerometer" "Body" "mean" "X" NA NA 0.270313841621528 288
9 "WALKING" "Time" "Accelerometer" "Body" "mean" "Y" "Jerk" NA 0.00678485848399306 288
9 "WALKING" "Time" "Accelerometer" "Body" "mean" "Y" NA NA -0.0209466555412396 288
9 "WALKING" "Time" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.00102998088194444 288
9 "WALKING" "Time" "Accelerometer" "Body" "mean" "Z" NA NA -0.101233826213889 288
9 "WALKING" "Time" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.621608245092361 288
9 "WALKING" "Time" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.505183470509188 288
9 "WALKING" "Time" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.578305161360069 288
9 "WALKING" "Time" "Accelerometer" "Body" "std" "X" NA NA -0.555656544538194 288
9 "WALKING" "Time" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.678923872274306 288
9 "WALKING" "Time" "Accelerometer" "Body" "std" "Y" NA NA -0.5758878952125 288
9 "WALKING" "Time" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.721610094569444 288
9 "WALKING" "Time" "Accelerometer" "Body" "std" "Z" NA NA -0.506111776081806 288
9 "WALKING" "Time" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.608862145384722 288
9 "WALKING" "Time" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.553038255314792 288
9 "WALKING" "Time" "Accelerometer" "Gravity" "mean" "X" NA NA 0.670845545555556 288
9 "WALKING" "Time" "Accelerometer" "Gravity" "mean" "Y" NA NA -0.0467446999509028 288
9 "WALKING" "Time" "Accelerometer" "Gravity" "mean" "Z" NA NA 0.104353653032743 288
9 "WALKING" "Time" "Accelerometer" "Gravity" "mean" NA NA "Magnitude" -0.505183470509188 288
9 "WALKING" "Time" "Accelerometer" "Gravity" "std" "X" NA NA -0.958784666180556 288
9 "WALKING" "Time" "Accelerometer" "Gravity" "std" "Y" NA NA -0.949938115208333 288
9 "WALKING" "Time" "Accelerometer" "Gravity" "std" "Z" NA NA -0.920554317815972 288
9 "WALKING" "Time" "Accelerometer" "Gravity" "std" NA NA "Magnitude" -0.553038255314792 288
9 "WALKING" "Time" "Gyroscope" "Body" "mean" "X" "Jerk" NA -0.0892254930640278 288
9 "WALKING" "Time" "Gyroscope" "Body" "mean" "X" NA NA -0.0701318154561458 288
9 "WALKING" "Time" "Gyroscope" "Body" "mean" "Y" "Jerk" NA -0.0397344421815972 288
9 "WALKING" "Time" "Gyroscope" "Body" "mean" "Y" NA NA -0.0729884312991667 288
9 "WALKING" "Time" "Gyroscope" "Body" "mean" "Z" "Jerk" NA -0.053402884281875 288
9 "WALKING" "Time" "Gyroscope" "Body" "mean" "Z" NA NA 0.109092913237986 288
9 "WALKING" "Time" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.7629795809375 288
9 "WALKING" "Time" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.550201866572569 288
9 "WALKING" "Time" "Gyroscope" "Body" "std" "X" "Jerk" NA -0.7617108665625 288
9 "WALKING" "Time" "Gyroscope" "Body" "std" "X" NA NA -0.676452392569444 288
9 "WALKING" "Time" "Gyroscope" "Body" "std" "Y" "Jerk" NA -0.773273878854167 288
9 "WALKING" "Time" "Gyroscope" "Body" "std" "Y" NA NA -0.670498220701389 288
9 "WALKING" "Time" "Gyroscope" "Body" "std" "Z" "Jerk" NA -0.744656038298611 288
9 "WALKING" "Time" "Gyroscope" "Body" "std" "Z" NA NA -0.587557692291458 288
9 "WALKING" "Time" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.786176892048611 288
9 "WALKING" "Time" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.663198385034722 288
10 "WALKING" "Frequency" "Accelerometer" "Body" "mean" "X" "Jerk" NA -0.547243039827891 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "mean" "X" NA NA -0.532289464513605 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "mean" "Y" "Jerk" NA -0.555104553563503 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "mean" "Y" NA NA -0.494651474235034 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.721689700769728 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "mean" "Z" NA NA -0.655062273211565 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.515140810846939 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.518734046961905 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.553403478735408 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "std" "X" NA NA -0.541170169070068 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.556271725483333 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "std" "Y" NA NA -0.532135172812313 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.77916817122449 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "std" "Z" NA NA -0.625871772082993 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.553027359614864 294
10 "WALKING" "Frequency" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.633196110969728 294
10 "WALKING" "Frequency" "Gyroscope" "Body" "mean" "X" NA NA -0.620379208870442 294
10 "WALKING" "Frequency" "Gyroscope" "Body" "mean" "Y" NA NA -0.64835059542517 294
10 "WALKING" "Frequency" "Gyroscope" "Body" "mean" "Z" NA NA -0.567456661721769 294
10 "WALKING" "Frequency" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.767780095068027 294
10 "WALKING" "Frequency" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.661496552826531 294
10 "WALKING" "Frequency" "Gyroscope" "Body" "std" "X" NA NA -0.692654261914966 294
10 "WALKING" "Frequency" "Gyroscope" "Body" "std" "Y" NA NA -0.565943677806122 294
10 "WALKING" "Frequency" "Gyroscope" "Body" "std" "Z" NA NA -0.645947720476871 294
10 "WALKING" "Frequency" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.787144257176871 294
10 "WALKING" "Frequency" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.666014612598639 294
10 "WALKING" "Time" "Accelerometer" "Body" "mean" "X" "Jerk" NA 0.0798108613061224 294
10 "WALKING" "Time" "Accelerometer" "Body" "mean" "X" NA NA 0.27684847392517 294
10 "WALKING" "Time" "Accelerometer" "Body" "mean" "Y" "Jerk" NA 0.0129143257457823 294
10 "WALKING" "Time" "Accelerometer" "Body" "mean" "Y" NA NA -0.017835790552415 294
10 "WALKING" "Time" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.0113556967940476 294
10 "WALKING" "Time" "Accelerometer" "Body" "mean" "Z" NA NA -0.111301532185714 294
10 "WALKING" "Time" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.57776193128833 294
10 "WALKING" "Time" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.502500207000204 294
10 "WALKING" "Time" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.52938321427551 294
10 "WALKING" "Time" "Accelerometer" "Body" "std" "X" NA NA -0.537807711163265 294
10 "WALKING" "Time" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.540236619204728 294
10 "WALKING" "Time" "Accelerometer" "Body" "std" "Y" NA NA -0.497405885644898 294
10 "WALKING" "Time" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.750729260772109 294
10 "WALKING" "Time" "Accelerometer" "Body" "std" "Z" NA NA -0.614776952226361 294
10 "WALKING" "Time" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.529340480130272 294
10 "WALKING" "Time" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.545348810631551 294
10 "WALKING" "Time" "Accelerometer" "Gravity" "mean" "X" NA NA 0.642905730306122 294
10 "WALKING" "Time" "Accelerometer" "Gravity" "mean" "Y" NA NA -0.0740248544557823 294
10 "WALKING" "Time" "Accelerometer" "Gravity" "mean" "Z" NA NA 0.0552047227876769 294
10 "WALKING" "Time" "Accelerometer" "Gravity" "mean" NA NA "Magnitude" -0.502500207000204 294
10 "WALKING" "Time" "Accelerometer" "Gravity" "std" "X" NA NA -0.965808126428571 294
